source_url,property_propertyId,property_localityName,property_localityId,detail_propertyType,detail_coveredArea,detail_bedrooms,detail_bathrooms,detail_furnished,detail_floorNumber,detail_totalFloorNumber,detail_ageofcons,detail_premiumProperty,detail_numberOfBalconied,detail_projectName,detail_propertyTypeCode,detail_carpetArea,detail_completionScore,detail_listingTypeDesc,detail_maintenanceCharges,detail_exactSaleRentPrice,detail_latitude,detail_longitude,detail_coveredAreaSqft,detail_carpetAreaSqft,prop_minPrice,prop_maxPrice,prop_hiddenPrice,detail_facing,detail_amenityMap_12201,detail_amenityMap_12202,detail_amenityMap_12204,detail_amenityMap_12205,detail_amenityMap_12206,detail_amenityMap_12208,detail_amenityMap_12209,detail_developerName,detail_additionalRooms,detail_amenitiesFacing,detail_tenantDescription,detail_waterStatus,detail_electricityStatus,detail_carParking,detail_noOfLifts,detail_bookingAmountExact,detail_priceBreakUp_brokeragePerOrDays,detail_priceBreakUp_securityDeposit,detail_amenityMap_12211,detail_amenityMap_12213,detail_amenityMap_12217,detail_amenityMap_12223,detail_amenityMap_12224,detail_amenityMap_12229,detail_amenityMap_12230,detail_amenityMap_12583,detail_amenityMap_1404117,detail_amenityMap_1404118,detail_amenityMap_1404123,detail_amenityMap_1404149,detail_amenityMap_1404155,detail_amenityExternalMap_12201,detail_amenityExternalMap_12202,detail_amenityExternalMap_12204,detail_amenityExternalMap_12205,detail_amenityExternalMap_12206,detail_amenityExternalMap_12208,detail_amenityExternalMap_12209,detail_amenityExternalMap_12211,detail_amenityExternalMap_12213,detail_amenityExternalMap_12217,detail_amenityExternalMap_12223,detail_amenityExternalMap_12224,detail_amenityExternalMap_12229,detail_amenityExternalMap_12230,detail_amenityExternalMap_12583,detail_amenityExternalMap_1404117,detail_amenityExternalMap_1404118,detail_amenityExternalMap_1404123,detail_amenityExternalMap_1404149,detail_amenityExternalMap_1404155,detail_furnishingDetails_1006121,detail_furnishingDetails_1006122,detail_furnishingDetails_1006123,detail_furnishingDetails_1006124,detail_furnishingDetails_1006125,detail_furnishingDetails_1006126,detail_furnishingDetails_1006127,detail_furnishingDetails_1006128,detail_furnishingDetails_1006129,detail_furnishingDetails_1006130,detail_propertyAmenities_12201,detail_propertyAmenities_12202,detail_propertyAmenities_12205,detail_propertyAmenities_12206,detail_propertyAmenities_12208,detail_propertyAmenities_12209,detail_propertyAmenities_12228,detail_propertyAmenities_12229,detail_carParkingCount,detail_amenityMap_12203,detail_amenityMap_12207,detail_amenityMap_12212,detail_amenityMap_12214,detail_amenityMap_12215,detail_amenityMap_12216,detail_amenityMap_12218,detail_amenityMap_12219,detail_amenityMap_12220,detail_amenityMap_12221,detail_amenityMap_12222,detail_amenityMap_12225,detail_amenityMap_12226,detail_amenityMap_12227,detail_amenityMap_12228,detail_amenityMap_12525,detail_amenityMap_1404105,detail_amenityMap_1404110,detail_amenityMap_1404115,detail_amenityMap_1404124,detail_amenityMap_1404125,detail_amenityMap_1404143,detail_amenityMap_1404150,detail_amenityMap_1404157,detail_amenityExternalMap_12203,detail_amenityExternalMap_12207,detail_amenityExternalMap_12212,detail_amenityExternalMap_12214,detail_amenityExternalMap_12215,detail_amenityExternalMap_12216,detail_amenityExternalMap_12218,detail_amenityExternalMap_12219,detail_amenityExternalMap_12220,detail_amenityExternalMap_12221,detail_amenityExternalMap_12222,detail_amenityExternalMap_12225,detail_amenityExternalMap_12226,detail_amenityExternalMap_12227,detail_amenityExternalMap_12228,detail_amenityExternalMap_12525,detail_amenityExternalMap_1404105,detail_amenityExternalMap_1404110,detail_amenityExternalMap_1404115,detail_amenityExternalMap_1404124,detail_amenityExternalMap_1404125,detail_amenityExternalMap_1404143,detail_amenityExternalMap_1404150,detail_amenityExternalMap_1404157,detail_propertyAmenities_12203,detail_propertyAmenities_12204,detail_propertyAmenities_12207,detail_propertyAmenities_12212,detail_propertyAmenities_12213,detail_propertyAmenities_12214,detail_propertyAmenities_12215,detail_propertyAmenities_12217,detail_propertyAmenities_12218,detail_propertyAmenities_12219,detail_propertyAmenities_12220,detail_propertyAmenities_12221,detail_propertyAmenities_12222,detail_propertyAmenities_12223,detail_propertyAmenities_12224,detail_propertyAmenities_12225,detail_propertyAmenities_12226,detail_propertyAmenities_12227,detail_propertyAmenities_12230,detail_studyRoom,detail_amenityMap_1404114,detail_amenityMap_1404121,detail_amenityMap_1404122,detail_amenityMap_1404126,detail_amenityMap_1404131,detail_amenityExternalMap_1404114,detail_amenityExternalMap_1404121,detail_amenityExternalMap_1404122,detail_amenityExternalMap_1404126,detail_amenityExternalMap_1404131
https://www.magicbricks.com/propertyDetails/2-BHK-1465-Sq-ft-Multistorey-Apartment-FOR-Rent-Bachupally-in-Hyderabad&id=4d423830373433333537,80743357,Bachupally,84654,Multistorey Apartment,1465,2,2,Semi-Furnished,4,14,New Construction,FALSE,3,Makuta My Space 2,10002,,76,Standard,"4,395",36000,17.54284124206839,78.38835311,25,,33500,36000,"33,500",East,,,Club House,Swimming Pool,Gymnasium,,Security,Makuta Developers,,"Pool, Garden/Park, Main Road",Bachelors,,,,,72000,,"72,000",,,Intercom Facility,,Banquet Hall,,,,Indoor Games Room,Indoor Squash & Badminton Courts,,Half basketball court,,,,Club House,Swimming Pool,Gymnasium,,Security,,,Intercom Facility,,Banquet Hall,,,,Indoor Games Room,Indoor Squash & Badminton Courts,,Half basketball court,,,,,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,,,,,,,,,,,,,,,Cafeteria/Food Court,,,,,,,Meditation Area,,,Cricket net practice,,,,,,,,,,,,,,Cafeteria/Food Court,,,,,,,Meditation Area,,,Cricket net practice,,,Club House,Park,,Vaastu Compliant,Service/Goods Lift,,Intercom Facility,Maintenance Staff,,,,,,Banquet Hall,,,Conference Room,Outdoor Tennis Courts,,Event Space & Amphitheatre,,,,Cycling & Jogging Track,Event Space & Amphitheatre,,,,Cycling & Jogging Track
https://www.magicbricks.com/propertyDetails/3-BHK-1655-Sq-ft-Multistorey-Apartment-FOR-Rent-Uppal-in-Hyderabad&id=4d423830333433383839,80343889,Uppal,79118,Multistorey Apartment,1655,3,2,Semi-Furnished,5,5,,FALSE,,Apurupa Jagapati Heights,10002,,53,Standard,,28000,17.422316,78.561464,17,,25500,28000,"25,500",,Power Back Up,Lift,Club House,,Gymnasium,,Security,Apurupa Shelters,,,,,,,,,,,,Vaastu Compliant,Intercom Facility,,,,,,,,,,,Power Back Up,Lift,Club House,,Gymnasium,,Security,,Vaastu Compliant,Intercom Facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rain Water Harvesting,Park,,,,,,,,,,,,,,,,,,,,,,,Rain Water Harvesting,Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Hyderabad&id=4d423830303538343339,80058439,,,Multistorey Apartment,600,1,1,Unfurnished,1,2,5 to 10 years,FALSE,1,,10002,,37,Standard,,11000,,,18,,11000,12000,"11,000",East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Hafeezpet-in-Hyderabad&id=4d423537373830343531,57780451,Hafeezpet,87060,Builder Floor Apartment,500,1,1,Semi-Furnished,2,5,New Construction,FALSE,1,,10003,,36,Standard Listing,,14000,17.48522595,78.36607566,28,,14000,14800,"14,000",,,,,,,,,,,,,,,,,8000,,"8,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reserved Parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Internet/Wi-Fi Connectivity,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/4-BHK-450-Sq-yrd-Villa-FOR-Rent-Khajaguda-Nanakramguda-Road-in-Hyderabad&id=4d423736363538363535,76658655,Khajaguda Nanakramguda Road,166281,Villa,450,4,5,Semi-Furnished,,3,Less than 5 years,FALSE,2,,10017,4769,76,Standard,,325000,17.417984008789062,78.36857604980469,80,68,293000,325000,2.9 Lac,North - East,,,,,,,,,"Puja Room, Store, Study, Servant Room","Garden/Park, Pool, Main Road",Bachelors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,,Jogging and Strolling Track,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rain Water Harvesting,Club House,Park,,,,,,Maintenance Staff,Waste Disposal,Laundry Service,,DTH Television Facility,,Banquet Hall,Bar/Lounge,,Conference Room,Outdoor Tennis Courts,Y,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/8-BHK-2200-Sq-ft-Builder-Floor-Apartment-FOR-Rent-in-Hyderabad&id=4d423435373031333839,45701389,,,Builder Floor Apartment,2200,8,8,Semi-Furnished,3,3,New Construction,FALSE,8,,10003,,55,Standard Listing,,50000,,,23,,50000,54500,"50,000",North - East,,,,,,,,,"Puja Room, Study, Store, Servant Room","Garden/Park, Main Road",,,,"2 Covered, 3 Open",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Back Up,Lift,,,,Security,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1310-Sq-ft-Multistorey-Apartment-FOR-Rent-Nallagandla-in-Hyderabad&id=4d423830303430323533,80040253,Nallagandla,130781,Multistorey Apartment,1310,2,2,Semi-Furnished,12,26,Less than 5 years,TRUE,1,Aparna Sarovar Zicon,10002,1000,100,Premium,,45000,17.46512002,78.31325196,34,45,,,,West,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Aparna Constructions and Estates Pvt. Ltd.,None of these,"Garden/Park, Pool, Main Road",Family,24 Hours Available,No/Rare Powercut,1 Covered,4,90000,15 days,"90,000",,,Intercom Facility,,,Jogging and Strolling Track,,,Indoor Games Room,Indoor Squash & Badminton Courts,Library And Business Centre,Half basketball court,Badminton court,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,,,Intercom Facility,,,Jogging and Strolling Track,,,Indoor Games Room,Indoor Squash & Badminton Courts,Library And Business Centre,Half basketball court,Badminton court,2 AC,,3 Wardrobe,,,,,, Gas Connection,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,1,,,,,,,,Waste Disposal,,Internet/Wi-Fi Connectivity,,,,,Piped Gas,,,,,,,,Cricket net practice,,,,,,,,,Waste Disposal,,Internet/Wi-Fi Connectivity,,,,,Piped Gas,,,,,,,,Cricket net practice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-Pocharam-in-Hyderabad&id=4d423734313739333633,74179363,Pocharam,87074,Multistorey Apartment,,3,3,Semi-Furnished,3,4,5 to 10 years,FALSE,2,Sanskruti Township,10002,1250,36,Standard Listing,"2,000",20000,17.4317762,78.6440476,"92,23,37,20,36,85,47,70,000",16,18400,20000,"18,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1275-Sq-ft-Multistorey-Apartment-FOR-Rent-Kukatpally-Housing-Board-Colony-in-Hyderabad&id=4d423434383836363931,44886691,Kukatpally Housing Board Colony,80198,Multistorey Apartment,1275,2,2,Furnished,1,6,New Construction,FALSE,1,,10002,1225,75,Standard Listing,"2,000",22000,17.4841885,78.3906161,17,18,20700,22000,"20,700",South,,,,,,,,,Store,"Garden/Park, Main Road",,24 Hours Available,No/Rare Powercut,1 Covered,1,66000,,"66,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Wardrobe,,,,,,,,,Lift,,,Reserved Parking,Security,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-1314-Sq-ft-Multistorey-Apartment-FOR-Rent-Narsingi-in-Hyderabad&id=4d423830383136323839,80816289,Narsingi,89377,Multistorey Apartment,1314,2,2,Semi-Furnished,28,30,Less than 5 years,TRUE,1,My Home Avatar,10002,1314,100,Premium,"5,000",50000,17.39257254,78.32715694,38,38,,,,East,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,My Home Group,Puja Room,"Garden/Park, Main Road",,24 Hours Available,No/Rare Powercut,1 Covered,4,100000,25 days,"1,00,000",Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,,,,,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,,,,,,3 AC,,2 Wardrobe,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,1,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,,,,,,,,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-100-Sq-ft-Residential-House-FOR-Rent-Sai-Nagar-Kukatpally-in-Hyderabad&id=4d423730303630353633,70060563,Sai Nagar Kukatpally,99323,Residential House,100,3,2,Semi-Furnished,Ground,1,,FALSE,,,10001,,40,Standard,,,17.5013897,78.41660253,"7,000",,700000,756000,7 Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1760-Sq-ft-Multistorey-Apartment-FOR-Rent-Nallagandla-Tellapur-Road-in-Hyderabad&id=4d423830313834363039,80184609,Nallagandla Tellapur Road,166412,Multistorey Apartment,1760,3,3,Furnished,2,9,New Construction,FALSE,2,Trishala Saffron Elite,10002,,76,Standard,,48000,17.46056240718324,78.30653396138158,27,,43700,48000,"43,700",East,Power Back Up,Lift,,,Gymnasium,Reserved Parking,Security,Trishala Infrastructure Ltd,,Garden/Park,Bachelors,,,,,,,,Water Storage,,,,,,,,,,,,,Power Back Up,Lift,,,Gymnasium,Reserved Parking,Security,Water Storage,,,,,,,,,,,,,,,,,,,,,,,Power Back Up,Lift,,Gymnasium,Reserved Parking,Security,,Jogging and Strolling Track,,Rain Water Harvesting,,,,,,,,,,,,,,,,,,,,,,,,Rain Water Harvesting,,,,,,,,,,,,,,,,,,,,,,,,Rain Water Harvesting,Club House,Park,,,Service/Goods Lift,,,Maintenance Staff,Waste Disposal,Laundry Service,,DTH Television Facility,,Banquet Hall,,,Conference Room,Outdoor Tennis Courts,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-1533-Sq-ft-Multistorey-Apartment-FOR-Rent-Kondapur-in-Hyderabad&id=4d423830373831393933,80781993,Kondapur,84461,Multistorey Apartment,1533,3,3,Semi-Furnished,2,5,10 to 15 years,FALSE,2,,10002,,54,Standard,"3,000",42000,17.467775344848633,78.36275482177734,27,,42000,45400,"42,000",West,,,,,,,,,,Main Road,Bachelors,,,,,84000,,"84,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Club House,Park,Private Terrace/Garden,,,,Intercom Facility,Maintenance Staff,,,,,,Banquet Hall,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/5-BHK-3300-Sq-ft-Villa-FOR-Rent-Banjara-Hills-in-Hyderabad&id=4d423634383434303831,64844081,Banjara Hills,78960,Villa,3300,5,6,Furnished,,3,,FALSE,,,10017,,0,Standard,,85000,17.4158949,78.4357593,26,,85000,90000,"85,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/4-BHK-2700-Sq-ft-Multistorey-Apartment-FOR-Rent-Kompally-in-Hyderabad&id=4d423830313537373737,80157777,Kompally,50515,Multistorey Apartment,,4,3,Unfurnished,3,9,,FALSE,1,SLN Signature,10002,2700,36,Standard,"5,000",45000,17.538052,78.4839479,"92,23,37,20,36,85,47,70,000",17,41900,45000,"41,900",,,,,,,,,,,,,,,,,90000,,"90,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/3-BHK-2335-Sq-ft-Multistorey-Apartment-FOR-Rent-Narsingi-in-Hyderabad&id=4d423830363635393437,80665947,Narsingi,89377,Multistorey Apartment,2335,3,3,Semi-Furnished,36,40,New Construction,TRUE,2,Rajapushpa Provincia,10002,,75,Premium,"8,500",78000,17.39538849415279,78.35505192619372,33,,,,,West,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Rajapushpa Properties Pvt. Ltd.,"Puja Room, Store, Study, Servant Room","Pool, Garden/Park, Main Road",Bachelors,,,,,155000,30 days,"1,55,000",Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,Indoor Games Room,,,,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,Indoor Games Room,,,,,,,,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,AEROBICS ROOM,Bank & ATM,,,,,,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,AEROBICS ROOM,Bank & ATM,,,,,,,Rain Water Harvesting,Club House,Park,Private Terrace/Garden,Vaastu Compliant,Service/Goods Lift,Air Conditioned,Intercom Facility,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,RO Water System,Banquet Hall,Bar/Lounge,Cafeteria/Food Court,Conference Room,Outdoor Tennis Courts,Y,Event Space & Amphitheatre,,,Outdoor Tennis Courts,,Event Space & Amphitheatre,,,Outdoor Tennis Courts,
https://www.magicbricks.com/propertyDetails/5-BHK-4320-Sq-ft-Multistorey-Apartment-FOR-Rent-Tellapur-in-Hyderabad&id=4d423639373635393335,69765935,Tellapur,84931,Multistorey Apartment,4320,5,4,Unfurnished,3,3,,FALSE,,,10002,,28,Standard,,145000,17.4606196,78.2751625,34,,145000,160000,1.5 Lac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/4-BHK-4019-Sq-ft-Multistorey-Apartment-FOR-Rent-Kondapur-in-Hyderabad&id=4d423830333033363337,80303637,Kondapur,84461,Multistorey Apartment,4019,4,4,Semi-Furnished,20,25,,TRUE,3,Trendset Jayabheri Elevate,10002,,93,Premium,"20,000",220000,17.457013,78.366756,55,,,,,East,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Trendset Builders,"Puja Room, Store",Main Road,,24 Hours Available,No/Rare Powercut,3 Covered,2,440000,15 days,"4,40,000",Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,,,,,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,,,,,,4 AC,,4 Wardrobe,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,3,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,,,,,,,,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/4-BHK-4761-Sq-ft-Multistorey-Apartment-FOR-Rent-Hitech-City-in-Hyderabad&id=4d423830363138383639,80618869,Hitech City,84126,Multistorey Apartment,4761,4,5,Furnished,20,39,5 to 10 years,TRUE,2,Lodha Bellezza,10002,,78,Premium,"35,000",200000,17.474914,78.393383,42,,,,,East,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Lodha Developers Limited,"Puja Room, Study, Store, Servant Room","Garden/Park, Pool, Main Road",Bachelors,,,,,100000,30 days,"1,00,000",Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,Indoor Games Room,Indoor Squash & Badminton Courts,,Half basketball court,,Power Back Up,Lift,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Water Storage,Vaastu Compliant,Intercom Facility,RO Water System,Banquet Hall,Jogging and Strolling Track,Outdoor Tennis Courts,,Indoor Games Room,Indoor Squash & Badminton Courts,,Half basketball court,,,,,,,,,,,,Power Back Up,Lift,Swimming Pool,Gymnasium,Reserved Parking,Security,Piped Gas,Jogging and Strolling Track,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,AEROBICS ROOM,,Flower Gardens,Meditation Area,,Fire Fighting Equipment,,,Rain Water Harvesting,Park,Private Terrace/Garden,Service/Goods Lift,Air Conditioned,Visitor Parking,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,Bar/Lounge,Cafeteria/Food Court,Conference Room,Piped Gas,,AEROBICS ROOM,,Flower Gardens,Meditation Area,,Fire Fighting Equipment,,,Rain Water Harvesting,Club House,Park,Private Terrace/Garden,Vaastu Compliant,Service/Goods Lift,Air Conditioned,Intercom Facility,Maintenance Staff,Waste Disposal,Laundry Service,Internet/Wi-Fi Connectivity,DTH Television Facility,RO Water System,Banquet Hall,Bar/Lounge,Cafeteria/Food Court,Conference Room,Outdoor Tennis Courts,Y,,,Kids Play Pool With Water Slides,Outdoor Tennis Courts,Cycling & Jogging Track,,,Kids Play Pool With Water Slides,Outdoor Tennis Courts,Cycling & Jogging Track
https://www.magicbricks.com/propertyDetails/2-BHK-1170-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Hyderabad&id=4d423538323138343533,58218453,,,Multistorey Apartment,1170,2,2,Semi-Furnished,5,5,,FALSE,,,10002,,46,Standard Listing,,25000,,,21,,25000,27000,"25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.magicbricks.com/propertyDetails/2-BHK-955-Sq-ft-Multistorey-Apartment-FOR-Rent-Bongloor-in-Hyderabad&id=4d423830373135393231,80715921,Bongloor,93664,Multistorey Apartment,955,2,2,Semi-Furnished,1,7,,FALSE,,Sri Sri Aero City,10002,,28,Standard,,16000,17.228407,78.568767,17,,,,,,Power Back Up,,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Sri Sri Gruhanirman India Pvt. Ltd.,,,,,,,,,,,Water Storage,Vaastu Compliant,,,,,,,,,,,,Power Back Up,,Club House,Swimming Pool,Gymnasium,Reserved Parking,Security,Water Storage,Vaastu Compliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rain Water Harvesting,Park,,,,,,,,,,,,,,,,,Flower Gardens,,Multipurpose Courts,Fire Fighting Equipment,,,Rain Water Harvesting,Park,,,,,,,,,,,,,,,,,Flower Gardens,,Multipurpose Courts,Fire Fighting Equipment,,,,,,,,,,,,,,,,,,,,,,,,Kids Play Area,,,,,Kids Play Area,,,
